timestamp,voltage_V,current_A,power_W
16.479,25.6487,1.58925,40.450
16.504,25.6337,1.59850,40.400
16.529,25.6487,1.58625,40.550
16.554,25.6363,1.59050,40.456
16.579,25.6337,1.58925,40.562
16.604,25.6575,1.58550,40.469
16.629,25.6425,1.57200,40.775
16.654,25.6450,1.58175,40.406
16.680,25.6337,1.58425,40.369
16.706,25.6513,1.58000,40.369
16.731,25.6425,1.59300,40.519
16.756,25.6450,1.58000,40.600
16.782,25.6300,1.59850,40.725
16.807,25.6425,1.58000,40.531
16.832,25.6363,1.58125,40.431
16.858,25.6300,1.57950,40.663
16.884,25.6612,1.58375,40.963
16.910,25.6487,1.60400,41.219
16.935,25.6425,1.57750,40.388
16.961,25.6450,1.60100,40.625
16.986,25.6363,1.58975,40.456
17.011,25.6275,1.58875,40.469
17.037,25.6363,1.58250,40.481
17.063,25.6337,1.57575,40.500
17.089,25.6363,1.58175,41.013
17.115,25.6425,1.56150,40.388
17.140,25.6363,1.58425,40.613
17.166,25.6300,1.60275,40.806
17.192,25.6513,1.60700,40.869
17.217,25.6337,1.57950,40.438
17.243,25.6513,1.57825,40.288
17.269,25.6450,1.58625,40.500
17.295,25.6400,1.57500,40.744
17.321,25.6400,1.58800,40.869
17.345,25.6487,1.57825,40.456
17.370,25.6400,1.57950,40.725
17.396,25.6400,1.57825,40.663
17.420,25.6363,1.57275,40.950
17.445,25.6450,1.56825,40.294
17.470,25.6275,1.60100,40.950
17.495,25.6363,1.57575,40.356
17.521,25.6450,1.58175,40.775
17.547,25.6275,1.57825,40.788
17.573,25.6337,1.58250,40.438
17.598,25.6212,1.58250,40.306
17.624,25.6400,1.56775,40.069
17.649,25.6275,1.58625,40.469
17.675,25.6300,1.57750,40.294
17.700,25.6363,1.57025,40.181
17.726,25.6550,1.56475,40.706
17.752,25.6363,1.56275,40.369
17.777,25.6300,1.57500,40.513
17.803,25.6450,1.58375,40.312
17.828,25.6337,1.58925,40.488
17.854,25.6337,1.59350,40.419
17.879,25.6400,1.58125,40.631
17.904,25.6513,1.57575,40.263
17.929,25.6400,1.58925,40.656
17.954,25.6363,1.57450,40.631
17.979,25.6363,1.58250,40.819
18.004,25.6400,1.56150,40.113
18.029,25.6275,1.57375,40.581
18.054,25.6275,1.56950,40.263
18.079,25.6337,1.57150,40.513
18.104,25.6363,1.56025,40.175
18.129,25.6275,1.57200,40.256
18.154,25.6400,1.56950,40.144
18.180,25.6400,1.57075,40.406
18.206,25.6425,1.57150,40.338
18.231,25.6487,1.58425,40.469
18.257,25.6363,1.57025,40.594
18.282,25.6337,1.59225,40.419
18.308,25.6425,1.58075,40.312
18.334,25.6513,1.56825,40.119
18.360,25.6363,1.57450,40.562
18.386,25.6425,1.57075,40.375
18.411,25.6513,1.57450,40.581
18.437,25.6425,1.57625,40.613
18.462,25.6550,1.59050,40.806
18.488,25.6550,1.56650,40.000
18.514,25.6450,1.57075,40.088
18.539,25.6450,1.57375,40.406
18.565,25.6400,1.57325,40.356
18.590,25.6400,1.56900,40.356
18.616,25.6425,1.56025,40.562
18.642,25.6400,1.56525,40.419
18.667,25.6363,1.57625,40.062
18.693,25.6363,1.56825,39.719
18.719,25.6425,1.57075,39.975
18.744,25.6337,1.56150,39.969
18.770,25.6337,1.57325,40.356
18.795,25.6450,1.56900,40.100
18.820,25.6363,1.56025,40.181
18.845,25.6337,1.56400,40.000
18.870,25.6450,1.57750,40.338
18.895,25.6425,1.57500,40.306
18.920,25.6363,1.57750,40.225
18.945,25.6363,1.57275,40.062
18.970,25.6337,1.57325,40.213
18.995,25.6337,1.58075,40.200
19.020,25.6450,1.58500,40.450
19.045,25.6300,1.57450,40.150
19.070,25.6450,1.57950,40.400
19.095,25.6425,1.57825,40.613
19.120,25.6363,1.58500,40.675
19.145,25.6400,1.56475,40.769
19.170,25.6363,1.57500,40.312
19.195,25.6300,1.57450,40.406
19.220,25.6400,1.56950,40.356
19.245,25.6337,1.57625,40.244
19.270,25.6363,1.56100,39.875
19.295,25.6363,1.56475,39.906
19.320,25.6300,1.57200,40.338
19.345,25.6337,1.58425,40.681
19.371,25.6400,1.57375,40.594
19.397,25.6300,1.58800,40.706
19.422,25.6337,1.56350,40.263
19.448,25.6487,1.57750,40.594
19.474,25.6400,1.60900,40.794
19.499,25.6275,1.59725,40.431
19.525,25.6337,1.57450,40.344
19.550,25.6300,1.58500,40.519
19.576,25.6337,1.58675,40.756
19.601,25.6337,1.59175,40.388
19.627,25.6337,1.57950,40.769
19.652,25.6425,1.57875,40.631
19.678,25.6300,1.59475,41.062
19.704,25.6400,1.59725,41.081
19.729,25.6300,1.59225,41.175
19.754,25.6363,1.58300,40.681
19.780,25.6400,1.59600,40.581
19.805,25.6337,1.59100,40.519
19.830,25.6363,1.60150,40.738
19.856,25.6300,1.60025,40.594
19.882,25.6363,1.59475,41.050
19.908,25.6212,1.59300,40.888
19.934,25.6275,1.59050,40.938
19.960,25.6300,1.60650,41.062
19.985,25.6238,1.58500,40.631
20.011,25.6300,1.58550,40.500
20.037,25.6575,1.59050,40.744
20.062,25.6363,1.59175,40.519
20.087,25.6238,1.59100,40.806
20.112,25.6275,1.58125,40.675
20.137,25.6487,1.59350,40.806
20.162,25.6363,1.59350,40.713
20.187,25.6238,1.60350,40.838
20.212,25.6275,1.59175,40.806
20.237,25.6363,1.59975,40.713
20.262,25.6275,1.59300,40.594
20.287,25.6300,1.59675,40.981
20.312,25.6363,1.58625,40.931
20.337,25.6337,1.57825,40.963
20.362,25.6212,1.60025,41.338
20.387,25.6363,1.58500,41.444
20.412,25.6363,1.59100,40.744
20.437,25.6275,1.60100,41.450
20.462,25.6300,1.59475,40.881
20.487,25.6300,1.61075,41.175
20.512,25.6400,1.58975,40.431
20.537,25.6275,1.59550,40.775
20.562,25.6363,1.56700,40.144
20.587,25.6487,1.57275,40.062
20.612,25.6275,1.57025,40.038
20.637,25.6487,1.58425,40.519
20.662,25.6513,1.57275,40.225
20.687,25.6300,1.57750,40.088
20.712,25.6238,1.57450,40.244
20.737,25.6212,1.58800,40.550
20.762,25.6363,1.57625,40.519
20.787,25.6363,1.56825,40.613
20.812,25.6363,1.56275,40.194
20.837,25.6212,1.56700,40.400
20.862,25.6337,1.58625,40.625
20.887,25.6762,1.55725,40.694
20.912,25.6337,1.56225,40.275
20.937,25.6487,1.57150,40.406
20.962,25.6300,1.58875,40.325
20.987,25.6337,1.57325,40.175
21.012,25.6275,1.56950,40.031
21.037,25.6337,1.56900,39.938
21.062,25.6363,1.57700,40.306
21.087,25.6487,1.57950,40.256
21.112,25.6175,1.58000,40.600
21.137,25.6487,1.57275,40.388
21.162,25.6337,1.58800,40.338
21.187,25.6363,1.58000,40.569
21.212,25.6363,1.58875,40.681
21.237,25.6337,1.56475,40.706
21.262,25.6300,1.57325,40.225
21.287,25.6238,1.56650,40.562
21.312,25.6300,1.58425,40.225
21.337,25.6363,1.56900,40.581
21.362,25.6400,1.55725,40.263
21.387,25.6150,1.58675,40.644
21.412,25.6275,1.57950,40.675
21.437,25.6337,1.56825,40.225
21.462,25.6337,1.59425,40.819
21.487,25.6363,1.56400,40.225
21.512,25.6238,1.57950,40.344
21.537,25.6337,1.57325,40.513
21.562,25.6238,1.60650,40.838
21.587,25.6337,1.59050,40.819
21.612,25.6337,1.58175,40.450
21.637,25.6300,1.57075,40.581
21.662,25.6400,1.58425,40.675
21.687,25.6363,1.57025,40.819
21.712,25.6300,1.56950,40.706
21.737,25.6300,1.57200,40.431
21.762,25.6300,1.57275,40.569
21.787,25.6275,1.58750,40.613
21.812,25.6300,1.57750,40.519
21.837,25.6212,1.56150,40.263
21.862,25.6450,1.56700,40.213
21.887,25.6400,1.56950,40.213
21.912,25.6337,1.57950,40.325
21.937,25.6275,1.57700,40.569
21.962,25.6300,1.58925,40.625
21.987,25.6300,1.57825,40.294
22.012,25.6425,1.58550,40.419
22.037,25.6300,1.59050,40.513
22.062,25.6337,1.58300,40.369
22.087,25.6337,1.57500,40.275
22.112,25.6175,1.57450,40.431
22.137,25.6400,1.57075,40.713
22.162,25.6400,1.57200,40.550
22.187,25.6337,1.55775,40.675
22.212,25.6337,1.56350,40.225
22.237,25.6275,1.56475,40.675
22.262,25.6337,1.57275,40.163
22.287,25.6337,1.56775,40.306
22.312,25.6275,1.55775,40.088
22.337,25.6300,1.56525,40.100
22.362,25.6275,1.56825,40.081
22.387,25.6238,1.58300,40.225
22.412,25.6275,1.57200,40.531
22.437,25.6363,1.57575,40.613
22.462,25.6363,1.60225,40.681
22.487,25.6300,1.57750,40.481
22.512,25.6300,1.58425,40.519
22.537,25.6238,1.58300,40.681
22.562,25.6363,1.57825,40.181
22.587,25.6550,1.58000,40.775
22.612,25.6300,1.57950,40.519
22.637,25.6238,1.57450,40.694
22.662,25.6238,1.57625,41.000
22.687,25.6363,1.58550,40.806
22.712,25.6275,1.57825,40.500
22.737,25.6275,1.57275,40.456
22.762,25.6238,1.61025,40.931
22.787,25.6513,1.60475,41.138
22.813,25.6275,1.60950,41.025
22.838,25.6175,1.60275,41.062
22.864,25.6300,1.59975,41.144
22.890,25.6337,1.61875,41.331
22.916,25.6113,1.61025,41.331
22.940,25.6238,1.64100,41.625
22.966,25.6275,1.61325,41.156
22.992,25.6337,1.60525,41.363
23.017,25.6275,1.59475,41.075
23.043,25.6300,1.60400,40.788
23.069,25.6212,1.59475,41.238
23.095,25.6275,1.60225,41.319
23.120,25.6212,1.57875,40.263
23.145,25.6337,1.58175,40.431
23.170,25.6238,1.58375,40.550
23.196,25.6363,1.58000,40.931
23.222,25.6425,1.56825,40.213
23.248,25.6275,1.56225,40.388
23.273,25.6363,1.56700,39.969
23.299,25.6612,1.57200,40.200
23.324,25.6212,1.56150,40.356
23.350,25.6337,1.57825,40.513
23.375,25.6275,1.56700,40.431
23.401,25.6212,1.59050,40.419
23.427,25.6337,1.58375,40.581
23.452,25.6275,1.57575,40.175
23.478,25.6337,1.57325,40.144
23.504,25.6300,1.55475,39.812
23.529,25.6300,1.56700,40.000
23.554,25.6363,1.56575,40.200
23.579,25.6363,1.56900,40.338
23.604,25.6275,1.57075,40.050
23.629,25.6300,1.57325,40.356
23.654,25.6450,1.56950,39.894
23.679,25.6212,1.58975,40.431
23.704,25.6238,1.58425,40.488
23.729,25.6238,1.59725,40.969
23.754,25.6363,1.58000,40.469
23.779,25.6238,1.58000,40.312
23.804,25.6212,1.56650,40.344
23.829,25.6238,1.57625,40.519
23.854,25.6275,1.56150,40.600
23.879,25.6337,1.57075,40.613
23.904,25.6175,1.57275,40.631
23.929,25.6275,1.57575,40.450
23.954,25.6212,1.56900,40.213
23.979,25.6175,1.57375,40.488
24.004,25.6275,1.56700,39.925
24.029,25.6300,1.57575,40.088
24.054,25.6175,1.56650,40.038
24.079,25.6337,1.57700,40.344
24.104,25.6400,1.57325,40.288
24.129,25.6300,1.57275,40.375
24.154,25.6363,1.57450,40.069
24.179,25.6300,1.58500,40.594
24.204,25.6425,1.58250,40.150
24.229,25.6300,1.58175,40.613
24.254,25.6337,1.56025,40.194
24.280,25.6337,1.57275,40.150
24.306,25.6363,1.56475,39.794
24.332,25.6300,1.57500,40.344
24.357,25.6300,1.56350,40.263
24.382,25.6150,1.56275,40.344
24.408,25.6337,1.57275,40.725
24.434,25.6363,1.58300,40.100
24.460,25.6088,1.60350,40.594
24.486,25.6212,1.56575,40.225
24.512,25.6300,1.57575,40.769
24.537,25.6400,1.57025,40.438
24.562,25.6212,1.56950,40.119
24.587,25.6300,1.56650,40.194
24.612,25.6175,1.56775,39.925
24.638,25.6513,1.56150,40.438
24.664,25.6400,1.57575,40.488
24.689,25.6175,1.58175,40.306
24.715,25.6337,1.57825,40.213
24.741,25.6175,1.57575,40.275
24.767,25.6275,1.56025,40.513
24.793,25.6337,1.57625,40.644
24.819,25.6487,1.59300,40.919
24.844,25.6150,1.58875,40.819
24.869,25.6550,1.59300,40.438
24.895,25.6212,1.57275,40.200
24.920,25.6212,1.58175,40.194
24.945,25.6238,1.57950,40.469
24.970,25.6337,1.57025,40.456
24.995,25.6275,1.57275,39.894
25.020,25.6175,1.58250,40.481
25.045,25.6238,1.57500,40.713
25.070,25.6238,1.57500,40.681
25.095,25.6212,1.55900,40.544
25.120,25.6238,1.56400,40.419
25.145,25.6275,1.56275,40.244
25.170,25.6300,1.57450,40.388
25.195,25.6238,1.56950,40.119
25.220,25.6238,1.55900,40.450
25.245,25.6400,1.56350,40.031
25.270,25.6337,1.56900,40.181
25.295,25.6300,1.56400,40.181
25.320,25.6238,1.57500,40.231
25.345,25.6300,1.57025,40.306
25.370,25.6275,1.57450,40.163
25.396,25.6300,1.56950,39.906
25.421,25.6400,1.56900,40.150
25.447,25.6275,1.56525,40.456
25.473,25.6238,1.58250,40.775
25.498,25.6212,1.57950,40.544
25.524,25.6150,1.57375,40.088
25.550,25.6238,1.57950,40.481
25.576,25.6400,1.56275,40.019
25.602,25.6275,1.57200,40.225
25.627,25.6300,1.56275,40.562
25.653,25.6238,1.58000,41.113
25.678,25.6400,1.57200,40.288
25.704,25.6337,1.57200,40.194
25.729,25.6275,1.58425,40.406
25.754,25.6275,1.58300,40.675
25.779,25.6363,1.57075,40.294
25.804,25.6238,1.56150,40.594
25.829,25.6300,1.56525,40.344
25.854,25.6175,1.57450,40.675
25.879,25.6337,1.58075,40.644
25.904,25.6212,1.59675,41.013
25.929,25.6238,1.58550,40.788
25.954,25.6337,1.58075,40.225
25.979,25.6088,1.57450,40.175
26.004,25.6487,1.58925,40.456
26.029,25.6337,1.58300,40.213
26.054,25.6150,1.58500,40.256
26.079,25.6238,1.58250,40.744
26.104,25.6212,1.59550,40.225
26.129,25.6275,1.59300,40.431
26.154,25.6337,1.59425,40.756
26.179,25.6300,1.59475,40.775
26.204,25.6275,1.57825,40.756
26.229,25.6238,1.58500,40.550
26.254,25.6150,1.58425,40.725
26.279,25.6337,1.58375,41.044
26.304,25.6300,1.58375,41.013
26.329,25.6275,1.58875,40.881
26.354,25.6425,1.56575,40.438
26.379,25.6175,1.59725,40.869
26.404,25.6275,1.58875,41.050
26.429,25.6175,1.59425,41.025
26.454,25.6050,1.58750,40.850
26.479,25.6238,1.59175,41.031
26.504,25.6175,1.61825,40.600
26.529,25.6175,1.62375,40.913
26.554,25.6113,1.62000,40.919
26.579,25.6238,1.62000,41.175
26.604,25.6113,1.60700,40.869
26.629,25.6212,1.60825,41.025
26.654,25.6337,1.60575,40.694
26.679,25.6300,1.60525,41.625
26.704,25.6175,1.59350,41.288
26.729,25.6238,1.59100,41.531
26.754,25.6450,1.58800,41.044
26.779,25.6275,1.59975,41.594
26.804,25.6275,1.60275,40.794
26.829,25.6175,1.61325,41.188
26.854,25.6337,1.58975,40.913
26.879,25.6175,1.60650,41.444
26.904,25.6150,1.58625,40.706
26.929,25.6175,1.60100,40.713
26.954,25.6238,1.60025,40.544
26.979,25.6050,1.59975,41.250
27.004,25.6238,1.60025,41.044
27.029,25.6150,1.65700,42.519
27.054,25.6487,1.65150,42.406
27.079,25.6175,1.64900,42.425
27.104,25.6175,1.65025,42.413
27.129,25.6175,1.65325,42.638
27.154,25.6238,1.63675,42.375
27.179,25.6238,1.65750,42.219
27.204,25.6025,1.62675,41.881
27.229,25.6113,1.64025,42.300
27.254,25.6238,1.64350,42.250
27.279,25.6175,1.65950,42.731
27.304,25.6113,1.63725,42.231
27.329,25.6212,1.65025,42.331
27.354,25.6212,1.64275,42.231
27.379,25.6175,1.65075,42.375
27.404,25.6113,1.64350,42.069
27.429,25.6113,1.65275,42.344
27.454,25.6150,1.63550,41.656
27.479,25.6175,1.66675,42.250
27.504,25.6150,1.66200,42.294
27.529,25.6212,1.67225,42.312
27.554,25.6175,1.65950,42.188
27.579,25.6175,1.66925,42.600
27.604,25.6150,1.64100,41.963
27.629,25.6238,1.64600,42.569
27.654,25.6300,1.63725,42.556
27.679,25.6175,1.65400,42.781
27.704,25.6238,1.64700,42.394
27.729,25.6113,1.66075,42.438
27.754,25.6175,1.64350,41.975
27.779,25.6088,1.65075,42.213
27.804,25.6150,1.65450,42.506
27.829,25.6088,1.66000,42.244
27.854,25.6212,1.63000,41.913
27.880,25.6238,1.63100,42.119
27.906,25.6150,1.63225,41.850
27.931,25.6238,1.59425,40.744
27.957,25.6275,1.59175,40.819
27.982,25.6150,1.66500,42.300
28.007,25.6175,1.65825,42.469
28.033,25.6113,1.63475,42.312
28.059,20.6062,-0.00025,0.019
28.084,14.8613,0.00475,0.062
28.109,9.2837,0.00100,0.000
28.134,7.0438,0.00225,0.019
28.159,6.7637,-0.00075,0.013
28.183,6.3413,0.00150,0.013
28.208,6.1113,0.00100,0.013
28.234,5.8712,0.00050,0.013
28.260,5.6863,0.00050,0.013
28.286,5.5513,-0.00025,0.000
28.311,5.4675,-0.00025,0.000
28.337,5.4463,-0.00025,0.000
28.363,5.4375,-0.00150,0.013
28.389,5.4337,-0.00150,0.000
28.415,5.4400,-0.00150,0.000
28.440,5.4337,-0.00075,0.013
28.466,5.4313,-0.00025,0.000
28.492,5.4313,-0.00025,0.013
28.517,5.4250,-0.00275,0.013
28.542,5.4275,-0.00150,0.013
28.568,5.4250,-0.00025,0.013
28.594,5.4275,-0.00075,0.000
28.620,5.4250,-0.00150,0.000
28.645,5.4250,-0.00075,0.000
28.670,5.4275,-0.00075,0.000
28.695,5.4313,-0.00200,0.013
28.720,5.4250,-0.00075,0.013
28.745,5.4188,-0.00075,0.013
28.770,5.4250,-0.00075,0.000
28.796,5.4250,-0.00075,0.000
28.822,5.4188,-0.00150,0.000
28.848,5.4250,-0.00150,0.000
28.873,5.4212,-0.00150,0.013
28.899,5.4250,-0.00150,0.013
28.924,5.4212,-0.00150,0.000
28.950,5.4212,-0.00075,0.013
28.975,5.4212,-0.00200,0.013
29.000,5.4188,-0.00150,0.000
29.025,5.4188,-0.00025,0.000
29.050,5.4162,-0.00025,0.000
29.076,5.4212,-0.00075,0.013
29.102,5.4188,-0.00075,0.013
29.128,5.4212,-0.00275,0.013
29.153,5.4188,-0.00200,0.013
29.178,5.4188,-0.00025,0.000
29.204,5.4250,-0.00075,0.000
29.228,5.4162,-0.00025,0.013
29.254,5.4188,-0.00150,0.000
29.279,5.4212,-0.00150,0.013
29.304,5.4250,-0.00075,0.013
29.330,5.4188,-0.00150,0.013
29.355,5.4275,-0.00150,0.000
29.381,5.4162,-0.00025,0.013
29.407,5.4188,-0.00150,0.000
29.432,5.4212,-0.00200,0.013
29.458,5.4188,-0.00150,0.013
29.484,5.4188,-0.00075,0.013
29.510,5.4250,-0.00025,0.013
29.535,5.4212,-0.00075,0.013
29.561,5.4250,-0.00075,0.000
29.586,5.4162,-0.00200,0.013
29.612,5.4212,-0.00075,0.000
29.637,5.4125,-0.00275,0.013
29.662,5.4212,-0.00150,0.013
29.687,5.4125,-0.00025,0.013
29.712,5.4275,-0.00075,0.013
29.737,5.4162,-0.00075,0.013
29.762,5.4162,-0.00025,0.013
29.787,5.4212,-0.00150,0.000
29.812,5.4188,-0.00200,0.000
29.837,5.4212,-0.00075,0.000
29.862,5.4212,-0.00075,0.013
29.887,5.4162,-0.00025,0.000
29.912,5.4188,-0.00150,0.013
29.937,5.4212,-0.00200,0.013
29.963,5.4212,-0.00025,0.013
29.989,5.4162,-0.00150,0.013
30.015,5.4125,-0.00075,0.013
30.040,5.4188,-0.00150,0.000
30.066,5.4188,-0.00075,0.000
30.092,5.4162,-0.00150,0.013
30.117,5.4100,-0.00150,0.013
30.143,5.4188,-0.00075,0.013
30.170,5.4188,-0.00075,0.013
30.195,5.4212,-0.00275,0.013
30.220,5.4188,-0.00150,0.000
30.245,5.4188,-0.00150,0.013
30.270,5.4125,-0.00200,0.013
30.295,5.4188,-0.00200,0.000
30.320,5.4250,-0.00200,0.000
30.345,5.4212,-0.00025,0.013
30.370,5.4125,-0.00150,0.000
30.396,5.4125,-0.00200,0.013
30.422,5.4162,-0.00075,0.013
30.447,5.4212,-0.00150,0.000
30.473,5.4188,-0.00075,0.000
30.498,5.4162,-0.00150,0.013
30.523,5.4100,-0.00200,0.013
30.549,5.4212,-0.00275,0.000
30.575,5.4162,-0.00200,0.013
30.600,5.4162,-0.00075,0.013
30.626,5.4188,-0.00200,0.000
30.652,5.4212,-0.00075,0.000
30.678,5.4162,-0.00275,0.013
30.703,5.4188,-0.00150,0.013
30.728,5.4188,-0.00200,0.013
30.753,5.4125,-0.00150,0.013
30.778,5.4188,-0.00025,0.013
30.804,5.4188,-0.00200,0.013
30.829,5.4188,-0.00150,0.013
30.854,5.4162,-0.00150,0.000
30.879,5.4212,-0.00150,0.013
30.905,5.4125,-0.00275,0.013
30.931,5.4162,-0.00150,0.000
30.956,5.4250,-0.00200,0.000
30.982,5.4188,-0.00150,0.000
31.008,5.4162,-0.00150,0.000
31.034,5.4212,-0.00150,0.000
31.060,5.4162,-0.00150,0.013
31.086,5.4162,-0.00075,0.013
31.111,5.4188,-0.00150,0.000
31.136,5.4188,-0.00200,0.000
31.161,5.4212,-0.00200,0.000
31.186,5.4125,-0.00200,0.013
31.212,5.4188,-0.00150,0.000
31.237,5.4162,-0.00150,0.013
31.262,5.4250,-0.00150,0.013
31.288,5.4162,-0.00150,0.000
31.314,5.4162,-0.00275,0.013
31.339,5.4212,-0.00025,0.000
31.364,5.4188,-0.00025,0.000
31.390,5.4188,-0.00275,0.013
31.415,5.4212,-0.00200,0.013
31.440,5.4162,-0.00200,0.013
31.465,5.4125,-0.00075,0.013
31.490,5.4162,-0.00200,0.000
31.515,5.4162,-0.00150,0.013
31.540,5.4162,-0.00075,0.013
31.565,5.4162,-0.00200,0.013
31.590,5.4188,-0.00275,0.000
31.615,5.4125,-0.00150,0.000
31.640,5.4250,-0.00150,0.013
31.665,5.4162,-0.00075,0.000
31.690,5.4162,-0.00025,0.013
31.716,5.4162,-0.00075,0.013
31.741,5.4188,-0.00150,0.013
31.767,5.4162,-0.00150,0.000
31.792,5.4188,-0.00075,0.000
31.818,5.4162,-0.00200,0.013
31.843,5.4125,-0.00150,0.000
31.869,5.4188,-0.00075,0.013
31.895,5.4188,-0.00200,0.013
31.920,5.4125,-0.00075,0.000
31.945,5.4188,-0.00075,0.000
31.970,5.4188,-0.00025,0.000
31.995,5.4162,-0.00075,0.000
32.020,5.4188,-0.00075,0.000
32.046,5.4100,-0.00275,0.013
32.071,5.4188,-0.00200,0.013
32.097,5.4062,-0.00200,0.013
32.122,5.4162,-0.00150,0.019
32.148,5.4188,-0.00150,0.013
32.173,5.4188,-0.00150,0.000
32.199,5.4188,-0.00200,0.000
32.225,5.4212,-0.00075,0.000
32.250,5.4188,-0.00150,0.013
32.276,5.4188,-0.00150,0.000
32.302,5.4275,-0.00075,0.000
32.327,5.4162,-0.00025,0.013
